Recipe_Name,Ingredients,Label,Category,Recipe Steps,Nutrition Facts
Egg Roll,"anchovy, beef, tomato, corn",Non-Veg,"lunch, main course","1. Gather all ingredients: anchovy, beef, tomato, corn. 2. Prepare the ingredients for egg roll (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a snack.","Calories: 200 kcal, Protein: 8g, Fat: 12g, Carbs: 20g"
Poha,"paneer, spinach, corn, mushroom",Veg,"main course, side dish, lunch","1. Gather all ingredients: paneer, spinach, corn, mushroom. 2. Prepare the ingredients for poha (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a snack.","Calories: 200 kcal, Protein: 8g, Fat: 12g, Carbs: 20g"
Roti Sabzi,"capsicum, onion, beetroot, carrot",Veg,lunch,"1. Gather all ingredients: capsicum, onion, beetroot, carrot. 2. Prepare the ingredients for roti sabzi (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a main course.","Calories: 200 kcal, Protein: 8g, Fat: 12g, Carbs: 20g"
Fish Fry,"chicken, egg, paneer, broccoli, cauliflower",Non-Veg,"side dish, supper","1. Gather all ingredients: chicken, egg, paneer, broccoli, cauliflower. 2. Prepare the ingredients for fish fry (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a side dish.","Calories: 250 kcal, Protein: 10g, Fat: 15g, Carbs: 25g"
Upma,"mushroom, corn, cauliflower",Veg,main course,"1. Gather all ingredients: mushroom, corn, cauliflower. 2. Prepare the ingredients for upma (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a side dish.","Calories: 150 kcal, Protein: 6g, Fat: 9g, Carbs: 15g"
Fish Fry,"salami, tomato, capsicum, beans",Non-Veg,side dish,"1. Gather all ingredients: salami, tomato, capsicum, beans. 2. Prepare the ingredients for fish fry (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a snack.","Calories: 200 kcal, Protein: 8g, Fat: 12g, Carbs: 20g"
Poha,"beans, beetroot, mushroom",Veg,supper,"1. Gather all ingredients: beans, beetroot, mushroom. 2. Prepare the ingredients for poha (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a main course.","Calories: 150 kcal, Protein: 6g, Fat: 9g, Carbs: 15g"
Chicken Biryani,"salami, mushroom, tomato, peas",Non-Veg,appetizer,"1. Gather all ingredients: salami, mushroom, tomato, peas. 2. Prepare the ingredients for chicken biryani (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a main course.","Calories: 200 kcal, Protein: 8g, Fat: 12g, Carbs: 20g"
Paneer Butter Masala,"capsicum, paneer, carrot",Veg,"brunch, main course","1. Gather all ingredients: capsicum, paneer, carrot. 2. Prepare the ingredients for paneer butter masala (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a snack.","Calories: 150 kcal, Protein: 6g, Fat: 9g, Carbs: 15g"
Paneer Butter Masala,"peas, capsicum, onion",Veg,breakfast,"1. Gather all ingredients: peas, capsicum, onion. 2. Prepare the ingredients for paneer butter masala (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a side dish.","Calories: 150 kcal, Protein: 6g, Fat: 9g, Carbs: 15g"
Kathi Roll,"bacon, egg, spinach, broccoli",Non-Veg,"dinner, supper, lunch","1. Gather all ingredients: bacon, egg, spinach, broccoli. 2. Prepare the ingredients for kathi roll (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a side dish.","Calories: 200 kcal, Protein: 8g, Fat: 12g, Carbs: 20g"
Butter Chicken,"anchovy, carrot, beetroot",Non-Veg,"snack, dinner, breakfast","1. Gather all ingredients: anchovy, carrot, beetroot. 2. Prepare the ingredients for butter chicken (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a side dish.","Calories: 150 kcal, Protein: 6g, Fat: 9g, Carbs: 15g"
Stuffed Capsicum,"spinach, mushroom, tomato, broccoli",Veg,appetizer,"1. Gather all ingredients: spinach, mushroom, tomato, broccoli. 2. Prepare the ingredients for stuffed capsicum (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a snack.","Calories: 200 kcal, Protein: 8g, Fat: 12g, Carbs: 20g"
Baingan Bharta,"potato, paneer, beans, spinach, mushroom",Veg,main course,"1. Gather all ingredients: potato, paneer, beans, spinach, mushroom. 2. Prepare the ingredients for baingan bharta (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a snack.","Calories: 250 kcal, Protein: 10g, Fat: 15g, Carbs: 25g"
Poha,"beans, rice, cauliflower",Veg,lunch,"1. Gather all ingredients: beans, rice, cauliflower. 2. Prepare the ingredients for poha (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a snack.","Calories: 150 kcal, Protein: 6g, Fat: 9g, Carbs: 15g"
Chicken Curry,"turkey, prawns, peas, beetroot, tomato",Non-Veg,"main course, breakfast, lunch","1. Gather all ingredients: turkey, prawns, peas, beetroot, tomato. 2. Prepare the ingredients for chicken curry (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a main course.","Calories: 250 kcal, Protein: 10g, Fat: 15g, Carbs: 25g"
Mutton Rogan Josh,"salami, corn, paneer",Non-Veg,side dish,"1. Gather all ingredients: salami, corn, paneer. 2. Prepare the ingredients for mutton rogan josh (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a snack.","Calories: 150 kcal, Protein: 6g, Fat: 9g, Carbs: 15g"
Poha,"peas, broccoli, corn, rice",Veg,"side dish, dinner, brunch","1. Gather all ingredients: peas, broccoli, corn, rice. 2. Prepare the ingredients for poha (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a side dish.","Calories: 200 kcal, Protein: 8g, Fat: 12g, Carbs: 20g"
Prawn Masala,"turkey, beef, broccoli, potato, cheese",Non-Veg,"main course, brunch","1. Gather all ingredients: turkey, beef, broccoli, potato, cheese. 2. Prepare the ingredients for prawn masala (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a main course.","Calories: 250 kcal, Protein: 10g, Fat: 15g, Carbs: 25g"
Chicken Shawarma,"bacon, mushroom, lentils, broccoli",Non-Veg,"brunch, supper","1. Gather all ingredients: bacon, mushroom, lentils, broccoli. 2. Prepare the ingredients for chicken shawarma (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a side dish.","Calories: 200 kcal, Protein: 8g, Fat: 12g, Carbs: 20g"
Paneer Butter Masala,"mushroom, beetroot, capsicum",Veg,"snack, brunch, lunch","1. Gather all ingredients: mushroom, beetroot, capsicum. 2. Prepare the ingredients for paneer butter masala (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a side dish.","Calories: 150 kcal, Protein: 6g, Fat: 9g, Carbs: 15g"
Egg Roll,"mutton, potato, corn",Non-Veg,side dish,"1. Gather all ingredients: mutton, potato, corn. 2. Prepare the ingredients for egg roll (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a main course.","Calories: 150 kcal, Protein: 6g, Fat: 9g, Carbs: 15g"
Egg Roll,"bacon, potato, cheese",Non-Veg,appetizer,"1. Gather all ingredients: bacon, potato, cheese. 2. Prepare the ingredients for egg roll (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a snack.","Calories: 150 kcal, Protein: 6g, Fat: 9g, Carbs: 15g"
Masala Pasta,"pasta, capsicum, tomato, masala, onion",Veg,"snack, main course","1. Gather all ingredients: pasta, capsicum, tomato, masala, onion. 2. Prepare the ingredients for masala pasta (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a snack.","Calories: 250 kcal, Protein: 10g, Fat: 15g, Carbs: 25g"
Prawn Masala,"beef, capsicum, spinach, rice",Non-Veg,"supper, dinner, side dish","1. Gather all ingredients: beef, capsicum, spinach, rice. 2. Prepare the ingredients for prawn masala (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a main course.","Calories: 200 kcal, Protein: 8g, Fat: 12g, Carbs: 20g"
Idli Sambar,"potato, beans, lentils, tomato",Veg,lunch,"1. Gather all ingredients: potato, beans, lentils, tomato. 2. Prepare the ingredients for idli sambar (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a side dish.","Calories: 200 kcal, Protein: 8g, Fat: 12g, Carbs: 20g"
Mutton Rogan Josh,"chicken, bacon, paneer, cheese, broccoli",Non-Veg,"supper, breakfast","1. Gather all ingredients: chicken, bacon, paneer, cheese, broccoli. 2. Prepare the ingredients for mutton rogan josh (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a side dish.","Calories: 250 kcal, Protein: 10g, Fat: 15g, Carbs: 25g"
Pakora,"broccoli, potato, mushroom, beetroot",Veg,"main course, lunch","1. Gather all ingredients: broccoli, potato, mushroom, beetroot. 2. Prepare the ingredients for pakora (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a snack.","Calories: 200 kcal, Protein: 8g, Fat: 12g, Carbs: 20g"
Chicken Korma,"fish, bacon, tomato, beans, corn",Non-Veg,snack,"1. Gather all ingredients: fish, bacon, tomato, beans, corn. 2. Prepare the ingredients for chicken korma (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a main course.","Calories: 250 kcal, Protein: 10g, Fat: 15g, Carbs: 25g"
Palak Paneer,"carrot, cheese, spinach, peas",Veg,"supper, dinner, brunch","1. Gather all ingredients: carrot, cheese, spinach, peas. 2. Prepare the ingredients for palak paneer (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a snack.","Calories: 200 kcal, Protein: 8g, Fat: 12g, Carbs: 20g"
Pav Bhaji,"lentils, cauliflower, corn",Veg,"appetizer, dinner, lunch","1. Gather all ingredients: lentils, cauliflower, corn. 2. Prepare the ingredients for pav bhaji (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a snack.","Calories: 150 kcal, Protein: 6g, Fat: 9g, Carbs: 15g"
Mix Veg Curry,"cauliflower, broccoli, carrot, mushroom, cheese",Veg,"supper, breakfast, main course","1. Gather all ingredients: cauliflower, broccoli, carrot, mushroom, cheese. 2. Prepare the ingredients for mix veg curry (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a snack.","Calories: 250 kcal, Protein: 10g, Fat: 15g, Carbs: 25g"
Chana Masala,"paneer, cheese, potato, capsicum, beetroot",Veg,snack,"1. Gather all ingredients: paneer, cheese, potato, capsicum, beetroot. 2. Prepare the ingredients for chana masala (chop, wash, boil as needed). 3. Heat oil/ghee in a pan and sauté the base ingredients. 4. Add main ingredients and spices, and cook on medium flame. 5. Stir occasionally and cook until properly done. 6. Garnish and serve hot as a side dish.","Calories: 250 kcal, Protein: 10g, Fat: 15g, Carbs: 25g"
